capital,excess_ann,info_ratio,cagr,turnover_per_rebalance,avg_gross,impact_cost_ann,share_trades_capped,faithful
100000.0,0.03543444942013736,0.3256609351015464,-0.04259979160932381,0.7941580756013745,0.9984536082474228,0.001367590208450089,0.0011300424358934456,True
1000000.0,0.032480385091283884,0.2983787924196212,-0.045428144401124304,0.7941580756013745,0.9984536082474228,0.004324699964446733,0.0011300424358934456,True
10000000.0,0.023138813457450155,0.21224588912972048,-0.054318539157343526,0.7941580756013745,0.9984536082474228,0.013675902084500889,0.0011300424358934456,True
100000000.0,-0.006366528755603831,-0.0579989615753111,-0.0818549444492036,0.7918275610711341,0.9972190374457903,0.04279289156128426,0.010072116591260732,True
1000000000.0,0.024799610392202152,0.2247015575054446,-0.049383702167651755,0.5393191091263059,0.8387954877482561,0.054369887916704204,0.5445692731670002,False
10000000000.0,0.07206921444793155,0.46107430733297355,0.004005923292608182,0.10792828981153264,0.2888181176024682,0.011586048713516994,0.8494020906221144,False
