name,source,family,expr,sign,nodes,zoo_overlap,ic_mean,pearson_ic,ic_t,ls_sharpe_ann,dsr,later_ic_mean,status
gp_0167,gp,other,$vwap,1,1,1,0.009593964531831376,0.011989303061408618,1.5028270588647592,0.33957555890083313,0.004963894783467646,-0.032497023932851456,rejected
gp_0168,gp,range,"Corr($close / $vwap - 1, $high, 40) / $vwap - 1",-1,12,1,0.0030646472858088325,-0.0013974350993172571,0.5173274740644164,-0.14240552484989166,2.9450215824841503e-05,0.016053295991682363,rejected
gp_0169,gp,range,"Rank($close, 20) / $vwap - 1",-1,7,3,0.017987414674656532,0.007045637248601663,2.4706914612717186,0.21552640199661255,0.0016371381583721112,-0.026199902755723845,rejected
gp_0172,gp,reversal,"Mean($vwap, 5) / ($vwap + 1e-12) - 1",1,9,1,0.03419012585928204,0.019668344472069325,4.134384518131308,0.55278480052948,0.021704484215156767,0.0018457610154462235,probation
gp_0173,gp,other,$close - 1,1,3,1,0.009365399933190542,0.012011808681149745,1.4770440063483323,0.3077719807624817,0.0037950858790794257,-0.032493611972854546,rejected
gp_0174,gp,other,$open,1,1,1,0.009856618394719891,0.012372386949820907,1.5469276937122585,0.38040003180503845,0.006984864930883148,-0.0324137566790915,rejected
gp_0175,gp,trend,"Mean(Delta($close, 20) / (Delta($vwap, 40) + 1e-12), 10)",-1,11,1,0.0005436793769082171,-0.0008403923156679583,-0.026642190733097388,-0.44225844740867615,4.456896072452684e-07,-0.006867061423591548,rejected
gp_0176,gp,other,$open - 1,1,3,1,0.009856618394719891,0.01237238694919609,1.5469276937122585,0.38040003180503845,0.006984864930883148,-0.0324137566790915,rejected
gp_0177,gp,price_volume,"Std($volume, 5) / (Delta($volume, 10) + 1e-12)",-1,9,3,0.0015550621694668761,-0.0007505637737252292,0.10431280431669351,-0.38463646173477173,1.1324320982986254e-06,0.0036513825360579007,rejected
gp_0179,gp,volatility,"Std($close / Ref($close / $vwap - 1, 1) - 1, 20)",1,13,1,0.016481758516853788,0.007481784159594398,3.0428204621592374,0.5232813358306885,0.020679476324018804,-0.006009037022676481,probation
gp_0180,gp,volatility,"Std($close / Ref(Std($open, 20) + 1e-12, 1) - 1, 20)",1,13,1,0.00039370261419468356,-0.012942565580346939,0.09102016210130365,-0.4366436004638672,9.937175960020413e-07,0.05491377214532321,rejected
gp_0181,gp,volatility,"Std($volume, 5) / (Max($volume, 20) / (Max($volume, 5) + 1e-12) - 1 + 1e-12)",-1,17,3,0.013320604376023726,0.006744734544030267,2.323670260199119,0.053383719176054,0.00029610029390873013,-0.007988480549621018,rejected
gp_0182,gp,range,"($vwap - Mean($vwap, 10)) / (Min($volume, 10) + 1e-12)",-1,11,1,0.018696564214522406,-0.00042668914077471996,2.3376562833760204,0.18258291482925415,0.0010405133199785188,0.0035166312826143903,rejected
gp_0183,gp,volatility,"($vwap - Mean($vwap, 10) - Mean($close / $vwap - 1, 40)) / (Std($close / $vwap - 1, 40) + 1e-12)",-1,23,1,0.022177688179424282,0.0016708091407377683,2.869958304581112,0.29199618101119995,0.0028896213862624883,0.003940923226608579,rejected
gp_0186,gp,range,"Mean((Corr($vwap, Corr($close / Ref($close, 1) - 1, $open, 10), 10) - $low) / $close, 20)",-1,19,7,0.015389274787669042,0.004896544867811583,2.436615179324588,0.40658262372016907,0.007666064689117123,0.029356839566780746,rejected
gp_0187,gp,volatility,"Sum(($high - Slope($high, 40) / (Std(($high - $low) / $close, 20) + 1e-12)) / $close, 5) / (Sum($high, 40) + 1e-12)",-1,25,3,0.011760222948682382,0.010812097593620071,1.7943090686948562,0.43264028429985046,0.01084941470220595,-0.03406034353801223,rejected
gp_0188,gp,range,"Sum(($high - $low) / $close, 5) / Corr($vwap, ($high - $low) / $close, 10)",-1,16,3,0.022994217873235558,0.006195927142889712,4.773733583036078,0.39590322971343994,0.011079480788975311,0.02467022485077827,rejected
gp_0190,gp,price_volume,"Corr($close, Log($volume + 1), 40)",-1,7,7,0.04320807188591597,0.03247351283039341,6.246044311145327,1.2419921159744263,0.5027602737922287,0.013573755935149813,probation
gp_0191,gp,price_volume,"Corr($volume, $high, 20)",-1,4,1,0.04209585722494859,0.03139351242300734,6.474162407322962,1.6750822067260742,0.8881501934898656,0.021597695042716247,rejected
gp_0192,gp,price_volume,"Corr($close, Log($volume), 5)",-1,5,1,0.03495729684596972,0.026162705595625578,4.931067747248702,1.0369551181793213,0.2648577213261223,0.014698485284924144,rejected
gp_0194,gp,volatility,"Corr($low, Log(($vwap - Mean($vwap, 40)) / (Std($vwap, 40) + 1e-12) + 1), 5)",1,17,1,0.012712874803499502,0.006413583643734455,2.8158812907313644,0.2539539635181427,0.0021655572880024767,0.001301284729340997,rejected
gp_0195,gp,price_volume,"Corr(Log($volume + 1), $volume, 40)",1,7,4,0.027443806865084568,0.02363230157859887,5.157862057336409,1.2234803438186646,0.4815389535671197,0.01215218512253347,probation
gp_0196,gp,volatility,"Corr(Log(($high - Mean($high, 40)) / (Std($high, 40) + 1e-12)), $high, 20)",1,15,1,0.0015498821462369206,-0.001656524227435051,0.2489762320753667,-0.06266126781702042,8.613012194387311e-05,0.006803112735391466,rejected
gp_0197,gp,price_volume,"Corr(Log($volume), $high, 40)",-1,5,1,0.04255812646965511,0.03219975138672255,6.130852430683307,1.2756396532058716,0.5414265364185272,0.010520727393678236,rejected
gp_0198,gp,volatility,"Corr(Log(($vwap - Mean($vwap, 20)) / (Std($vwap, 20) + 1e-12)), $high, 20)",1,15,1,0.007548569344340253,0.003365891519933939,1.845830355036998,0.5812707543373108,0.02714428583118419,0.003113177110263961,rejected
gp_0199,gp,other,"Corr($close, $open, 20)",1,4,1,0.0048228681088096385,0.009592272974134118,1.102672414724576,0.5527316927909851,0.016244141919551286,0.015532004535669287,rejected
gp_0200,gp,price_volume,"Corr(($close - Mean($close, 20)) / (Rank($close, 20) + 1e-12), $volume, 10)",-1,14,3,0.04104367046408892,0.028201734150419735,6.521826065638175,1.261357307434082,0.5246847031216424,0.019643498226283536,rejected
gp_0201,gp,price_volume,"Corr($close, Log($volume + 1), 10)",-1,7,7,0.041059690798205144,0.03134897828003939,6.8718466425738995,1.4424837827682495,0.7232961454794788,0.02304360283991809,probation
gp_0202,gp,liquidity,"($close / $vwap - 1 - Mean($close / $vwap - 1, 60)) / (Std(Std($volume, 5), 40) + 1e-12)",-1,21,3,0.019448817910659087,0.014622856099375603,3.0520476042337363,1.0098645687103271,0.25730641830886625,-0.004945771436012233,rejected
gp_0204,gp,liquidity,"Mean($volume, 20) / Mean(Mean($volume, 10) / (Mean($volume, 40) + 1e-12), 120)",-1,15,3,0.01968668556791472,0.008890143557955038,2.9208094541131353,0.41069644689559937,0.008789398269154388,-0.009295364902261016,rejected
gp_0206,gp,liquidity,"($close / $vwap - 1 - Mean($close / $vwap - 1, 10)) / (Std(Std($volume, 5), 40) + 1e-12)",-1,21,3,0.014912716543940118,0.010363073448339073,2.3884885351967475,0.7372950911521912,0.0822577611027952,-0.0019593781928178423,rejected
gp_0207,gp,liquidity,"Mean($volume, 60) / Mean($volume, 120)",-1,7,3,0.014654191382992296,0.005729242333901276,1.971094271434933,0.04933221638202667,0.0002775047950784915,0.022662870105881337,rejected
gp_0208,gp,range,"Corr($close, Mean($high, 20) / (Mean($high, 5) + 1e-12) - 1, 20)",-1,14,1,0.0033909336263577526,0.005337776461831559,0.6096352523952164,0.5504641532897949,0.018688788218228468,0.0028584830197192625,rejected
gp_0209,gp,range,"Min(($high - $low) / $close, 10) / $vwap - 1",-1,11,3,0.016378889993324507,0.00204886698005198,2.9347819571565994,0.2931123673915863,0.003206942740302375,-0.012255400854403076,rejected
gp_0210,gp,reversal,"Sum($close / $vwap - 1, 5) / (Sum($close / $vwap - 1, 20) + 1e-12) - 1",1,19,1,0.001807414605535367,0.0005466575297257129,0.7128913867128266,0.46484965085983276,0.009868668394225526,-0.005440221249172876,rejected
gp_0211,gp,trend,"Slope($close / $vwap - 1, 5) / (Sum($close / $vwap - 1, 40) + 1e-12) - 1",-1,19,1,0.0013758093007665596,0.0003882262832270179,-0.568558247044018,-0.06474167108535767,7.601022488442738e-05,0.0019484084278970442,rejected
gp_0213,gp,trend,"Mean(Delta($close, 20) / Mean($vwap, 40), 10)",-1,9,1,0.026804952889792667,0.013462087567486538,3.0878547227750626,0.5291426777839661,0.017928287768036056,0.023011951781228078,rejected
gp_0214,gp,trend,"Mean(Delta($close, 20) / (Delta($vwap, 40) + 1e-12), 40)",-1,11,1,0.00430880290414118,-0.0011723029179854282,1.4307023989449397,0.22167499363422394,0.0018463641556638168,-0.0010971576865713868,rejected
gp_0215,gp,reversal,"$close / Ref($close, 20) / Ref($close, 5) - 1",-1,11,5,0.01388719090177367,0.007328742483345487,2.178815862447392,0.3718300461769104,0.006494529072682854,-0.03016650988401982,rejected
gp_0216,gp,trend,"$close / Ref($close, 60) - 1",-1,7,7,0.0223419440525785,0.007743470703454485,2.4367944825830694,0.2587169110774994,0.0021007649375863933,0.020104396540931376,rejected
gp_0217,gp,reversal,"Mean($vwap, 5) / ($close / Ref($close, 5) - 1 + 1e-12) - 1",-1,15,7,0.014340768609189133,0.004814369592505691,2.041159606973386,0.26432543992996216,0.0022382137068262882,-0.000642119194166616,rejected
gp_0218,gp,trend,"EMA($vwap, 60)",1,3,1,0.012106941576042972,0.013424395141974405,1.9222492081272298,0.38448774814605713,0.007280447827031196,-0.030974746674563052,rejected
gp_0220,gp,reversal,"Mean(Mean($open, 10), 5) / ($vwap + 1e-12) - 1",1,11,1,0.026122103584998505,0.010806588720696625,3.081545739050394,0.15595568716526031,0.0007594991568499655,0.007762455946005904,rejected
gp_0221,gp,trend,"Mean($vwap, 40) / (Mean($vwap, 20) + 1e-12) - 1",1,11,1,0.023833356034643337,0.012475496961140774,2.562226552328414,0.4167557656764984,0.007462147721694412,0.03104922008303549,rejected
gp_0222,gp,reversal,"Mean($vwap, 10)",1,3,1,0.010617457664626382,0.012736753777523101,1.649990322697185,0.3604396879673004,0.005981873434696937,-0.03214409158740149,rejected
gp_0223,gp,volatility,"Std($volume, 5) / ($low + 1e-12)",-1,7,3,0.018809278732371523,0.005536823407764636,3.0401573679623652,0.22345539927482605,0.0018128536408341725,-0.019892114513324153,rejected
gp_0224,gp,volatility,"($vwap - Mean($vwap, 5)) / (Std($vwap, 10) + 1e-12)",-1,11,1,0.02634300192855691,0.016845888058013115,3.4727460992988965,0.2890148460865021,0.003315598649593676,0.0021483579398685992,rejected
gp_0226,gp,range,"Sum(($high - $low) / $close, 20) / Corr($vwap, ($high - $low) / $close, 10)",-1,16,3,0.02246567516109922,0.006005077084653466,4.8994098384951785,0.3044096529483795,0.005138642789489036,0.02461033550196038,rejected
gp_0227,gp,range,"Sum(($high - $low) / $close, 5) / Max($close / Ref($close, 1) - 1, 20)",1,17,7,0.015073395209442213,0.007311542049601268,2.598398990618266,0.5038060545921326,0.01610581823423429,0.010423615219563536,rejected
gp_0229,gp,range,"Min($high - $low, 5)",1,5,3,0.003988352753807062,0.010539595037698746,0.3222677090324909,0.2366228848695755,0.001985567261470809,-0.04618688611334876,rejected
gp_0230,gp,range,"Min(Corr($high, ($high - ($high - $low)) / $close, 5), 5)",1,12,3,0.013440572655686774,0.009335072582040199,3.0169245980525297,0.38699111342430115,0.006363106333490378,0.010514475136147516,rejected
gp_0231,gp,range,$high,1,1,1,0.009446982149577553,0.012208767709613993,1.4641637956852096,0.3317088484764099,0.004672489458205899,-0.032715189747049574,rejected
gp_0233,gp,price_volume,"Corr($close, Log(Log($volume) + 1), 40)",-1,8,1,0.04302166735508684,0.03234979831463586,6.206663076083743,1.25334632396698,0.5158344609655485,0.013446639786101142,rejected
gp_0235,gp,range,"Rank($close, 20) + 1e-12",-1,5,3,0.02448450602332267,0.009477459825575352,2.4132630846518883,-0.11014235764741898,8.902975262050962e-05,0.006016454218699678,rejected
gp_0236,gp,range,"Corr($close, Log(Corr($close / $vwap - 1, ($high - $low) / $close, 20) + 1), 20)",-1,18,3,0.01056694342455456,0.0059401235591862965,1.7707502441338099,0.4490813910961151,0.010615131413534588,-0.0025079336028116747,rejected
gp_0238,gp,price_volume,"Corr(($close - Mean($close, 20)) / (Rank($close, 60) + 1e-12), $volume, 10)",-1,14,3,0.039771752909334275,0.026833434241646813,6.248548337096172,1.1357537508010864,0.3800443279393507,0.018486825750384815,rejected
gp_0239,gp,price_volume,"Corr(Log($volume + 1), Mean($close, 20), 20)",-1,9,4,0.010484284817839924,0.009588521626047683,2.041312237369194,0.4422418177127838,0.011140512269677693,-0.014474771423938366,rejected
gp_0240,gp,price_volume,"Corr($close, Corr(Log($volume + 1), $high, 20), 20)",1,10,4,0.0012169245852385422,0.0024765451588928847,0.38085757291752304,0.3107491433620453,0.00277501061214689,0.008055563650850738,rejected
gp_0241,gp,liquidity,"Mean($volume, 20) / (($vwap - Mean($vwap, 60)) / (Std($vwap, 60) + 1e-12))",-1,15,3,0.01575410954941401,0.007227303458175559,2.3953648602122453,0.315841943025589,0.0039358610407689955,0.012706726467159183,rejected
gp_0242,gp,liquidity,"Mean($volume, 20) / Mean(Log($volume + 1), 120)",-1,10,4,0.02108325541095706,0.010037944541207938,3.082870463004747,0.41355112195014954,0.00898662473105408,-0.0070141913643561255,probation
gp_0243,gp,price_volume,"($close / $vwap - 1 - ($volume + 1)) / (Std(Std($volume, 5), 40) + 1e-12)",-1,17,3,0.006521861998985918,0.0066282106922540855,0.9024830820401949,0.7533416748046875,0.08151535036549179,0.002899971643771071,rejected
gp_0244,gp,volatility,"Mean($volume, 20) / Mean(Rank($open, 10) / (Std($volume, 10) + 1e-12), 120)",-1,15,3,0.0177750062691119,0.0053611150247979515,2.6412644954070483,0.4072604477405548,0.009008572511842847,-0.00988357870113922,rejected
gp_0245,gp,price_volume,"Std($volume, 20) / $volume",-1,5,3,0.011864773961426546,0.018240021925916176,1.9663199402390512,0.7973591685295105,0.09156067371419835,0.01419836972412581,rejected
gp_0246,gp,range,"EMA($high, 20) / (Min($high, 20) + 1e-12) - 1",-1,11,1,0.01252150685201281,-0.009071247175356399,1.2112991946246265,-0.5782692432403564,9.60321963017047e-09,0.03898785425704017,rejected
gp_0247,gp,price_volume,"Mean(Corr($volume, $close, 10), 20) / Mean($volume, 120)",-1,10,3,0.022184694843713236,0.011604548275283654,4.354411352245341,0.918541431427002,0.16981482754166338,0.03263883475617636,rejected
gp_0248,gp,volatility,"Mean($open, 60) / (Std($vwap, 40) + 1e-12)",1,9,1,0.016588187078163796,-0.0038326290346032297,1.4547486443901618,-0.3595409095287323,1.227156078631625e-06,0.04530818545151445,rejected
gp_0249,gp,other,"Delta($close, 60)",-1,3,1,0.012815154053145908,0.0003208687829927158,1.5341176337597235,0.09000352770090103,0.0004329482180550289,0.011525303727616459,rejected
